Id Przystanku;Kierunek;Czas potrzebny na dojazd;Wspolrzedna x;Wspolrzedna y;Numer przystanku;Numer linii
5751;undefined;2;22.488383330000;51.234455560000;29;161;
5761;undefined;1;22.481816670000;51.231255560000;30;161;
5762;undefined;21;22.482938890000;51.231536110000;1;161;
5752;undefined;2;22.490347220000;51.235016670000;2;161;
5742;undefined;2;22.497080560000;51.237822220000;3;161;
5732;undefined;1;22.501122220000;51.239786110000;4;161;
5722;undefined;2;22.508416670000;51.243152780000;5;161;
5711;undefined;2;22.515150000000;51.245677780000;6;161;
5451;undefined;1;22.516552780000;51.242311110000;7;161;
5443;undefined;2;22.520594440000;51.240627780000;8;161;
5431;undefined;1;22.525644440000;51.238663890000;9;161;
5414;undefined;2;22.530975000000;51.237261110000;10;161;
5402;undefined;1;22.536419440000;51.235297220000;11;161;
5472;undefined;1;22.540748119354;51.234756671080;12;161;
5121;undefined;1;22.537822220000;51.231816670000;13;161;
5131;undefined;2;22.536980560000;51.225925000000;14;161;
4732;undefined;3;22.541188890000;51.222558330000;15;161;
4722;undefined;3;22.547922220000;51.224241670000;16;161;
4712;undefined;1;22.554488890000;51.226766670000;17;161;
4693;undefined;34;22.564335465431;51.231095402811;18;161;
3422;undefined;29;22.568350000000;51.231816670000;19;161;
4692;undefined;2;22.563643455506;51.231088684619;20;161;
3452;undefined;2;22.562463283539;51.232338251307;21;161;
3703;undefined;3;22.571997220000;51.234455560000;22;161;
3113;undefined;2;22.577327780000;51.235858330000;23;161;
3121;undefined;1;22.585577780000;51.233219440000;24;161;
3131;undefined;3;22.594555560000;51.229852780000;25;161;
3141;undefined;1;22.602244440000;51.227047220000;26;161;
3151;undefined;1;22.609538890000;51.224522220000;27;161;
3261;undefined;1;22.614495000000;51.222959000000;28;161;
3271;undefined;1;22.621459000000;51.220311000000;29;161;
3281;undefined;2;22.626019000000;51.218927000000;30;161;
8702;undefined;2;22.460380560000;51.219752780000;2;912;
5782;undefined;1;22.468350000000;51.224241670000;3;912;
5594;undefined;1;22.475365000000;51.227288000000;4;912;
5582;undefined;1;22.481877000000;51.226791000000;5;912;
5574;undefined;2;22.492005000000;51.226193000000;6;912;
5802;undefined;1;22.492520000000;51.229814000000;7;912;
5812;undefined;1;22.491469440000;51.232658330000;8;912;
5822;undefined;2;22.489225000000;51.240066670000;9;912;
5832;undefined;1;22.494275000000;51.238663890000;10;912;
5842;undefined;1;22.494275000000;51.238663890000;11;912;
5742;undefined;2;22.497080560000;51.237822220000;12;912;
5202;undefined;1;22.547641670000;51.240347220000;5;950;
5102;undefined;2;22.553366670000;51.240066670000;6;950;
3401;undefined;3;22.558416670000;51.239786110000;7;950;
3091;undefined;2;22.569191670000;51.237822220000;8;950;
3101;undefined;2;22.572558330000;51.237541670000;9;950;
3113;undefined;2;22.577327780000;51.235858330000;10;950;
3121;undefined;1;22.585577780000;51.233219440000;11;950;
3131;undefined;2;22.594555560000;51.229852780000;12;950;
3141;undefined;1;22.602244440000;51.227047220000;13;950;
3151;undefined;1;22.609538890000;51.224522220000;14;950;
3263;undefined;1;22.614350000000;51.223697000000;15;950;
2943;undefined;1;22.620328000000;51.228772000000;16;950;
2824;undefined;1;22.621544000000;51.229807000000;17;950;
5212;undefined;1;22.531536110000;51.244275000000;3;950;
5304;undefined;11;22.540066670000;51.242591670000;4;950;
5202;undefined;1;22.547641670000;51.240347220000;5;950;
5102;undefined;2;22.553366670000;51.240066670000;6;950;
3401;undefined;3;22.558416670000;51.239786110000;7;950;
3091;undefined;2;22.569191670000;51.237822220000;8;950;
3101;undefined;2;22.572558330000;51.237541670000;9;950;
3113;undefined;2;22.577327780000;51.235858330000;10;950;
3121;undefined;1;22.585577780000;51.233219440000;11;950;
3131;undefined;2;22.594555560000;51.229852780000;12;950;
3141;undefined;1;22.602244440000;51.227047220000;13;950;
3151;undefined;1;22.609538890000;51.224522220000;14;950;
3263;undefined;1;22.614350000000;51.223697000000;15;950;
2943;undefined;1;22.620328000000;51.228772000000;16;950;
2824;undefined;1;22.621544000000;51.229807000000;17;950;
3113;undefined;2;22.577327780000;51.235858330000;10;950;
3121;undefined;1;22.585577780000;51.233219440000;11;950;
3131;undefined;2;22.594555560000;51.229852780000;12;950;
3141;undefined;1;22.602244440000;51.227047220000;13;950;
3151;undefined;1;22.609538890000;51.224522220000;14;950;
3263;undefined;1;22.614350000000;51.223697000000;15;950;
2943;undefined;1;22.620328000000;51.228772000000;16;950;
2824;undefined;1;22.621544000000;51.229807000000;17;950;
5212;undefined;1;22.531536110000;51.244275000000;3;950;
5304;undefined;11;22.540066670000;51.242591670000;4;950;
5202;undefined;1;22.547641670000;51.240347220000;5;950;
5102;undefined;2;22.553366670000;51.240066670000;6;950;
3401;undefined;3;22.558416670000;51.239786110000;7;950;
3091;undefined;2;22.569191670000;51.237822220000;8;950;
3101;undefined;2;22.572558330000;51.237541670000;9;950;
3113;undefined;2;22.577327780000;51.235858330000;10;950;
3121;undefined;1;22.585577780000;51.233219440000;11;950;
3131;undefined;2;22.594555560000;51.229852780000;12;950;
3141;undefined;1;22.602244440000;51.227047220000;13;950;
3151;undefined;1;22.609538890000;51.224522220000;14;950;
3263;undefined;1;22.614350000000;51.223697000000;15;950;
2943;undefined;1;22.620328000000;51.228772000000;16;950;
2824;undefined;1;22.621544000000;51.229807000000;17;950;
4582;undefined;1;22.542591670000;51.200561110000;6;001;
4612;undefined;1;22.543530000000;51.204000000000;7;001;
4572;undefined;1;22.542311110000;51.206172220000;8;001;
4562;undefined;1;22.542311110000;51.210661110000;9;001;
4552;undefined;1;22.545397220000;51.214588890000;10;001;
4542;undefined;2;22.546519440000;51.217788890000;11;001;
4722;undefined;1;22.547922220000;51.224241670000;12;001;
4712;undefined;1;22.554488890000;51.226766670000;13;001;
4691;undefined;1;22.564383745194;51.230638563575;14;001;
3422;undefined;1;22.568350000000;51.231816670000;15;001;
4692;undefined;2;22.563643455506;51.231088684619;16;001;
3452;undefined;1;22.562463283539;51.232338251307;17;001;
3414;undefined;1;22.569211000000;51.235345000000;18;001;
3102;undefined;1;22.570033330000;51.236980560000;19;001;
2232;undefined;2;22.569191670000;51.241469440000;20;001;
1033;undefined;2;22.566272220000;51.248483330000;21;001;
1901;undefined;1;22.569472220000;51.251402780000;22;001;
1921;undefined;2;22.576766670000;51.252805560000;23;001;
2501;undefined;1;22.585577780000;51.251683330000;24;001;
2511;undefined;1;22.591469440000;51.251963890000;25;001;
2521;undefined;2;22.600841670000;51.248763890000;26;001;
2531;undefined;2;22.611222220000;51.246800000000;27;001;
2451;undefined;1;22.614095807076;51.246490919711;28;001;
2541;undefined;1;22.620800000000;51.245419000000;29;001;
2551;undefined;1;22.627547000000;51.244297000000;30;001;
2801;undefined;2;22.634175000000;51.240908330000;31;001;
2811;undefined;2;22.624522220000;51.232938890000;32;001;
2826;undefined;1;22.622000000000;51.231140000000;33;001;
3082;undefined;20;22.617050000000;51.232610000000;1;001;
2821;undefined;1;22.621681000000;51.230350000000;2;001;
2942;undefined;1;22.618911110000;51.228730560000;3;001;
2932;undefined;1;22.612625000000;51.230694440000;4;001;
2912;undefined;1;22.606452780000;51.232938890000;5;001;
2902;undefined;1;22.600841670000;51.235016670000;6;001;
2621;undefined;2;22.593713890000;51.242591670000;7;001;
2631;undefined;1;22.597361110000;51.242591670000;8;001;
2641;undefined;1;22.600561110000;51.245397220000;9;001;
2522;undefined;1;22.601963890000;51.248763890000;10;001;
2514;undefined;2;22.592311110000;51.252244440000;11;001;
2502;undefined;1;22.586700000000;51.251683330000;12;001;
1922;undefined;2;22.576486110000;51.253086110000;13;001;
1902;undefined;1;22.570875000000;51.251402780000;14;001;
1262;undefined;1;22.566552780000;51.250841670000;15;001;
1034;undefined;2;22.566947220000;51.246519440000;16;001;
2231;undefined;1;22.568630560000;51.242030560000;17;001;
3103;undefined;2;22.570611835000;51.237688835000;18;001;
3413;undefined;2;22.568042278290;51.234702929800;19;001;
3453;undefined;1;22.561572790146;51.232009067676;20;001;
4693;undefined;1;22.564335465431;51.231095402811;21;001;
3421;undefined;1;22.566947220000;51.231536110000;22;001;
4701;undefined;1;22.561502780000;51.229852780000;23;001;
4711;undefined;1;22.555050000000;51.227327780000;24;001;
4721;undefined;1;22.548202780000;51.224522220000;25;001;
4541;undefined;2;22.545677780000;51.218069440000;26;001;
4551;undefined;1;22.545397220000;51.214869440000;27;001;
4561;undefined;1;22.541750000000;51.210100000000;28;001;
4571;undefined;1;22.542311110000;51.205611110000;29;001;
4611;undefined;1;22.543300000000;51.203740000000;30;001;
4581;undefined;1;22.541750000000;51.199886110000;31;001;
6421;undefined;1;22.506452780000;51.275644440000;2;002;
6762;undefined;1;22.510380560000;51.271997220000;3;002;
6752;undefined;1;22.512905560000;51.267508330000;4;002;
6742;undefined;1;22.517227780000;51.265711110000;5;002;
6732;undefined;2;22.523680560000;51.264027780000;6;002;
6722;undefined;1;22.528730560000;51.262344440000;7;002;
6682;undefined;1;22.530899047852;51.260760083869;8;002;
6712;undefined;3;22.531536110000;51.258136110000;9;002;
1202;undefined;2;22.532097220000;51.254208330000;10;002;
1212;undefined;1;22.536419440000;51.253086110000;11;002;
1222;undefined;2;22.541188890000;51.251122220000;12;002;
5902;undefined;3;22.542591670000;51.248763890000;13;002;
1014;undefined;3;22.553647220000;51.247641670000;14;002;
1022;undefined;2;22.558136110000;51.249044440000;15;002;
1901;undefined;4;22.569472220000;51.251402780000;16;002;
1921;undefined;2;22.576766670000;51.252805560000;17;002;
2501;undefined;2;22.585577780000;51.251683330000;18;002;
2511;undefined;1;22.591469440000;51.251963890000;19;002;
2301;undefined;3;22.597922220000;51.251402780000;20;002;
2311;undefined;1;22.603366670000;51.253927780000;21;002;
2321;undefined;2;22.616552780000;51.259538890000;22;002;
2331;undefined;1;22.621436110000;51.260380560000;23;002;
2341;undefined;1;22.625363890000;51.261502780000;24;002;
2351;undefined;1;22.629291670000;51.262905560000;25;002;
7603;undefined;1;22.635297220000;51.266552780000;26;002;
7611;undefined;1;22.640347220000;51.270875000000;27;002;
7621;undefined;1;22.648261000000;51.274555000000;28;002;
7631;undefined;1;22.659258330000;51.278450000000;29;002;
7641;undefined;2;22.664027780000;51.276486110000;30;002;
7652;undefined;2;22.666272220000;51.273119440000;1;002;
7652;undefined;0;22.666272220000;51.273119440000;1;002;
7642;undefined;1;22.663747220000;51.277047220000;2;002;
7632;undefined;2;22.657855560000;51.278169440000;3;002;
7622;undefined;2;22.646113000000;51.273817000000;4;002;
7612;undefined;1;22.638944440000;51.270033330000;5;002;
7602;undefined;2;22.634175000000;51.265991670000;6;002;
2352;undefined;1;22.630694440000;51.263747220000;7;002;
2332;undefined;1;22.622277780000;51.260941670000;8;002;
2322;undefined;1;22.613466670000;51.258697220000;9;002;
2312;undefined;2;22.601963890000;51.253647220000;10;002;
2302;undefined;2;22.597922220000;51.251683330000;11;002;
2514;undefined;2;22.592311110000;51.252244440000;12;002;
2502;undefined;1;22.586700000000;51.251683330000;13;002;
1922;undefined;2;22.576486110000;51.253086110000;14;002;
1902;undefined;3;22.570875000000;51.251402780000;15;002;
1171;undefined;4;22.560420000000;51.252600000000;16;002;
1021;undefined;1;22.557959000000;51.249351000000;17;002;
1003;undefined;3;22.550553000000;51.247697000000;18;002;
5901;undefined;2;22.542591670000;51.249886110000;19;002;
1211;undefined;2;22.536700000000;51.253086110000;20;002;
1201;undefined;1;22.532938890000;51.254208330000;21;002;
6701;undefined;1;22.530694440000;51.255611110000;22;002;
6681;undefined;3;22.530952692032;51.261418037326;23;002;
6723;undefined;1;22.527608330000;51.262905560000;24;002;
6731;undefined;1;22.521155560000;51.264869440000;25;002;
6751;undefined;1;22.514027780000;51.267227780000;26;002;
6761;undefined;1;22.510941670000;51.270875000000;27;002;
6422;undefined;26;22.504488890000;51.275083330000;28;002;
8032;undefined;1;22.600841670000;51.168630560000;2;003;
8022;undefined;1;22.600378990000;51.174392566000;3;003;
8012;undefined;1;22.599605560000;51.179011110000;4;003;
3542;undefined;1;22.598763890000;51.181536110000;5;003;
3532;undefined;1;22.596800000000;51.185016670000;6;003;
3572;undefined;1;22.596849203110;51.187130732595;7;003;
3522;undefined;1;22.597080560000;51.192030560000;8;003;
3562;undefined;1;22.595328000000;51.196058000000;9;003;
3512;undefined;1;22.594555560000;51.199605560000;10;003;
3502;undefined;1;22.594836110000;51.203366670000;11;003;
3352;undefined;1;22.597922220000;51.206733330000;12;003;
3342;undefined;1;22.594275000000;51.211783330000;13;003;
3332;undefined;1;22.591469440000;51.215150000000;14;003;
3322;undefined;1;22.588663890000;51.220875000000;15;003;
3312;undefined;1;22.586419440000;51.224802780000;16;003;
3241;undefined;2;22.582037000000;51.226792000000;17;003;
3732;undefined;1;22.575745583000;51.222985832000;18;003;
3722;undefined;1;22.573400000000;51.225644440000;19;003;
3712;undefined;2;22.572277780000;51.229572220000;20;003;
3703;undefined;2;22.571997220000;51.234455560000;21;003;
3114;undefined;48;22.575644440000;51.236980560000;22;003;
2232;undefined;3;22.569191670000;51.241469440000;23;003;
1041;undefined;2;22.562905560000;51.246800000000;24;003;
1082;undefined;2;22.555611110000;51.245397220000;25;003;
1003;undefined;2;22.550553000000;51.247697000000;26;003;
5903;undefined;2;22.541188890000;51.249044440000;27;003;
5911;undefined;2;22.535297220000;51.250000000000;28;003;
5921;undefined;1;22.531255560000;51.250561110000;29;003;
5933;undefined;2;22.523961110000;51.250280560000;30;003;
5701;undefined;1;22.518911110000;51.248202780000;31;003;
5715;undefined;1;22.514869440000;51.246519440000;32;003;
6201;undefined;1;22.514027780000;51.248202780000;33;003;
6321;undefined;2;22.500561110000;51.252805560000;34;003;
6331;undefined;2;22.490908330000;51.255611110000;35;003;
6341;undefined;1;22.482377780000;51.255050000000;36;003;
6351;undefined;1;22.477047220000;51.254769440000;37;003;
6361;undefined;1;22.466272220000;51.256172220000;38;003;
9301;undefined;1;22.466272220000;51.261222220000;39;003;
9312;undefined;21;22.462344440000;51.266552780000;1;003;
9312;undefined;0;22.462344440000;51.266552780000;1;003;
9302;undefined;1;22.466552780000;51.260941670000;2;003;
6362;undefined;1;22.466666670000;51.255330560000;3;003;
6352;undefined;2;22.478169440000;51.254488890000;4;003;
6342;undefined;1;22.483894440000;51.255050000000;5;003;
6332;undefined;1;22.493152780000;51.255050000000;6;003;
6322;undefined;1;22.501683330000;51.252525000000;7;003;
6202;undefined;2;22.513747220000;51.248763890000;8;003;
5712;undefined;2;22.515711110000;51.246238890000;9;003;
5702;undefined;2;22.520875000000;51.248763890000;10;003;
5932;undefined;1;22.526766670000;51.250841670000;11;003;
5922;undefined;1;22.532658330000;51.250000000000;12;003;
5912;undefined;1;22.536980560000;51.249605560000;13;003;
5902;undefined;2;22.542591670000;51.248763890000;14;003;
1012;undefined;2;22.552805560000;51.247641670000;15;003;
1052;undefined;3;22.559538890000;51.245116670000;16;003;
1042;undefined;1;22.562905560000;51.246800000000;17;003;
2231;undefined;2;22.568630560000;51.242030560000;18;003;
3101;undefined;3;22.572558330000;51.237541670000;19;003;
3112;undefined;44;22.575925000000;51.236138890000;20;003;
3701;undefined;2;22.570875000000;51.233894440000;21;003;
3691;undefined;1;22.571565830689;51.231416718144;22;003;
3721;undefined;2;22.572838890000;51.226486110000;23;003;
3734;undefined;2;22.575938000000;51.223377000000;24;003;
3242;undefined;1;22.581279000000;51.226003000000;25;003;
3311;undefined;1;22.585858330000;51.224802780000;26;003;
3321;undefined;1;22.588663890000;51.219191670000;27;003;
3331;undefined;1;22.591750000000;51.214588890000;28;003;
3341;undefined;1;22.594836110000;51.210941670000;29;003;
3351;undefined;1;22.596519440000;51.205330560000;30;003;
3501;undefined;1;22.594275000000;51.201963890000;31;003;
3511;undefined;1;22.594275000000;51.198763890000;32;003;
3561;undefined;1;22.596200000000;51.194819000000;33;003;
3521;undefined;1;22.596519440000;51.190627780000;34;003;
3571;undefined;1;22.596495151520;51.186982790993;35;003;
3531;undefined;1;22.596800000000;51.185577780000;36;003;
3541;undefined;6;22.598202780000;51.181536110000;37;003;
8011;undefined;1;22.599325000000;51.179011110000;38;003;
8021;undefined;1;22.600000000000;51.173400000000;39;003;
8031;undefined;1;22.600841670000;51.168350000000;40;003;
8042;undefined;20;22.601683330000;51.163747220000;41;003;
6942;undefined;1;22.530133330000;51.284175000000;2;004;
6932;undefined;1;22.529852780000;51.280694440000;3;004;
6922;undefined;1;22.529291670000;51.275925000000;4;004;
6912;undefined;1;22.528730560000;51.269191670000;5;004;
6722;undefined;1;22.528730560000;51.262344440000;6;004;
6682;undefined;1;22.530899047852;51.260760083869;7;004;
6712;undefined;3;22.531536110000;51.258136110000;8;004;
1202;undefined;2;22.532097220000;51.254208330000;9;004;
1212;undefined;1;22.536419440000;51.253086110000;10;004;
1222;undefined;27;22.541188890000;51.251122220000;11;004;
5902;undefined;3;22.542591670000;51.248763890000;12;004;
1014;undefined;3;22.553647220000;51.247641670000;13;004;
1052;undefined;4;22.559538890000;51.245116670000;14;004;
1042;undefined;1;22.562905560000;51.246800000000;15;004;
1033;undefined;3;22.566272220000;51.248483330000;16;004;
1901;undefined;2;22.569472220000;51.251402780000;17;004;
1921;undefined;2;22.576766670000;51.252805560000;18;004;
2101;undefined;1;22.580975000000;51.255611110000;19;004;
2111;undefined;1;22.584304000000;51.257510000000;20;004;
2114;undefined;1;22.583350000000;51.258810000000;21;004;
2142;undefined;1;22.578450000000;51.259819440000;22;004;
1841;undefined;2;22.572558330000;51.263186110000;23;004;
1851;undefined;2;22.572838890000;51.265711110000;24;004;
1861;undefined;2;22.573400000000;51.270033330000;25;004;
1871;undefined;2;22.573961110000;51.275644440000;26;004;
1881;undefined;1;22.575925000000;51.283219440000;27;004;
1891;undefined;2;22.579572220000;51.287822220000;28;004;
7121;undefined;1;22.577161788941;51.288097497637;29;004;
7131;undefined;2;22.580122947693;51.297792229357;30;004;
7111;undefined;10;22.576185464859;51.298276723203;31;004;
7151;undefined;1;22.576882839203;51.302141563563;32;004;
7161;undefined;2;22.588228583336;51.304828794730;33;004;
7171;undefined;1;22.582676410675;51.305244710733;34;004;
7182;undefined;19;22.577258348465;51.305001478054;1;004;
7182;undefined;0;22.577258348465;51.305001478054;1;004;
7152;undefined;2;22.576743364334;51.302225452044;2;004;
7112;undefined;50;22.580694440000;51.297361110000;3;004;
7142;undefined;1;22.575246691704;51.293760274703;4;004;
7122;undefined;2;22.576968669892;51.287708323805;5;004;
1892;undefined;1;22.579572220000;51.287822220000;6;004;
7124;undefined;1;22.577086687088;51.288063948299;7;004;
1982;undefined;2;22.575140000000;51.282290000000;8;004;
1882;undefined;1;22.575083330000;51.282377780000;9;004;
1872;undefined;1;22.573400000000;51.275083330000;10;004;
1862;undefined;2;22.572838890000;51.269191670000;11;004;
1852;undefined;1;22.572558330000;51.266947220000;12;004;
2141;undefined;2;22.579852780000;51.259258330000;13;004;
2112;undefined;1;22.583894440000;51.257855560000;14;004;
2102;undefined;1;22.579852780000;51.255330560000;15;004;
1922;undefined;1;22.576486110000;51.253086110000;16;004;
1902;undefined;3;22.570875000000;51.251402780000;17;004;
1262;undefined;3;22.566552780000;51.250841670000;18;004;
1032;undefined;2;22.566552780000;51.246800000000;19;004;
1041;undefined;3;22.562905560000;51.246800000000;20;004;
1082;undefined;3;22.555611110000;51.245397220000;21;004;
1003;undefined;3;22.550553000000;51.247697000000;22;004;
5901;undefined;2;22.542591670000;51.249886110000;23;004;
1211;undefined;2;22.536700000000;51.253086110000;24;004;
1201;undefined;1;22.532938890000;51.254208330000;25;004;
6701;undefined;1;22.530694440000;51.255611110000;26;004;
6681;undefined;3;22.530952692032;51.261418037326;27;004;
6721;undefined;1;22.528450000000;51.262905560000;28;004;
6911;undefined;1;22.529011110000;51.268911110000;29;004;
6921;undefined;1;22.529572220000;51.275925000000;30;004;
6931;undefined;1;22.529852780000;51.280694440000;31;004;
6941;undefined;1;22.529850000000;51.280690000000;32;004;
6952;undefined;32;22.530130000000;51.284170000000;33;004;
4562;undefined;1;22.542311110000;51.210661110000;5;006;
4552;undefined;1;22.545397220000;51.214588890000;6;006;
4542;undefined;2;22.546519440000;51.217788890000;7;006;
4532;undefined;1;22.554208330000;51.221155560000;8;006;
4522;undefined;1;22.557575000000;51.223961110000;9;006;
4512;undefined;1;22.564027780000;51.225644440000;10;006;
4502;undefined;1;22.568630560000;51.226766670000;11;006;
3712;undefined;1;22.572277780000;51.229572220000;12;006;
3414;undefined;2;22.569211000000;51.235345000000;13;006;
3102;undefined;1;22.570033330000;51.236980560000;14;006;
2232;undefined;2;22.569191670000;51.241469440000;15;006;
1033;undefined;2;22.566272220000;51.248483330000;16;006;
1901;undefined;1;22.569472220000;51.251402780000;17;006;
1921;undefined;2;22.576766670000;51.252805560000;18;006;
2101;undefined;1;22.580975000000;51.255611110000;19;006;
2111;undefined;1;22.584304000000;51.257510000000;20;006;
2131;undefined;1;22.586138890000;51.260100000000;21;006;
2171;undefined;1;22.589225000000;51.262063890000;22;006;
2192;undefined;29;22.593994440000;51.257575000000;1;006;
2172;undefined;1;22.589225000000;51.262063890000;2;006;
2132;undefined;1;22.585577780000;51.260380560000;3;006;
2112;undefined;1;22.583894440000;51.257855560000;4;006;
2102;undefined;1;22.579852780000;51.255330560000;5;006;
1922;undefined;1;22.576486110000;51.253086110000;6;006;
1902;undefined;1;22.570875000000;51.251402780000;7;006;
1262;undefined;2;22.566552780000;51.250841670000;8;006;
1034;undefined;2;22.566947220000;51.246519440000;9;006;
2231;undefined;1;22.568630560000;51.242030560000;10;006;
3103;undefined;2;22.570611835000;51.237688835000;11;006;
3701;undefined;2;22.570875000000;51.233894440000;12;006;
3691;undefined;1;22.571565830689;51.231416718144;13;006;
3711;undefined;1;22.571436110000;51.228169440000;14;006;
4511;undefined;1;22.564588890000;51.225925000000;15;006;
4521;undefined;1;22.558136110000;51.224241670000;16;006;
4531;undefined;1;22.551963890000;51.220875000000;17;006;
4541;undefined;2;22.545677780000;51.218069440000;18;006;
4551;undefined;1;22.545397220000;51.214869440000;19;006;
4561;undefined;1;22.541750000000;51.210100000000;20;006;
2952;undefined;2;22.631255560000;51.223961110000;2;007;
2943;undefined;2;22.620328000000;51.228772000000;3;007;
2824;undefined;1;22.621544000000;51.229807000000;4;007;
3082;undefined;1;22.617050000000;51.232610000000;5;007;
2822;undefined;1;22.623119440000;51.231255560000;6;007;
2812;undefined;1;22.625925000000;51.233333330000;7;007;
2752;undefined;1;22.628450000000;51.235577780000;8;007;
2742;undefined;1;22.623961110000;51.235858330000;9;007;
2732;undefined;1;22.618630560000;51.236138890000;10;007;
2722;undefined;1;22.613747220000;51.236700000000;11;007;
2712;undefined;1;22.603086110000;51.237541670000;12;007;
2702;undefined;1;22.600000000000;51.237822220000;13;007;
3202;undefined;2;22.594555560000;51.235858330000;14;007;
3212;undefined;2;22.591750000000;51.232658330000;15;007;
3122;undefined;2;22.586980560000;51.232938890000;16;007;
3114;undefined;2;22.575644440000;51.236980560000;17;007;
2232;undefined;3;22.569191670000;51.241469440000;18;007;
1041;undefined;2;22.562905560000;51.246800000000;19;007;
1082;undefined;3;22.555611110000;51.245397220000;20;007;
1003;undefined;3;22.550553000000;51.247697000000;21;007;
5903;undefined;2;22.541188890000;51.249044440000;22;007;
5911;undefined;2;22.535297220000;51.250000000000;23;007;
5921;undefined;1;22.531255560000;51.250561110000;24;007;
5931;undefined;1;22.526486110000;51.251963890000;25;007;
6701;undefined;1;22.530694440000;51.255611110000;26;007;
6681;undefined;3;22.530952692032;51.261418037326;27;007;
6723;undefined;1;22.527608330000;51.262905560000;28;007;
6731;undefined;1;22.521155560000;51.264869440000;29;007;
6751;undefined;1;22.514027780000;51.267227780000;30;007;
6761;undefined;1;22.510941670000;51.270875000000;31;007;
6422;undefined;27;22.504488890000;51.275083330000;1;007;
6422;undefined;0;22.504488890000;51.275083330000;1;007;
6421;undefined;1;22.506452780000;51.275644440000;2;007;
6762;undefined;1;22.510380560000;51.271997220000;3;007;
6752;undefined;1;22.512905560000;51.267508330000;4;007;
6742;undefined;1;22.517227780000;51.265711110000;5;007;
6732;undefined;2;22.523680560000;51.264027780000;6;007;
6722;undefined;1;22.528730560000;51.262344440000;7;007;
6682;undefined;1;22.530899047852;51.260760083869;8;007;
6712;undefined;3;22.531536110000;51.258136110000;9;007;
6702;undefined;1;22.528169440000;51.254769440000;10;007;
5932;undefined;3;22.526766670000;51.250841670000;11;007;
5922;undefined;1;22.532658330000;51.250000000000;12;007;
5912;undefined;1;22.536980560000;51.249605560000;13;007;
5902;undefined;2;22.542591670000;51.248763890000;14;007;
1012;undefined;3;22.552805560000;51.247641670000;15;007;
1052;undefined;4;22.559538890000;51.245116670000;16;007;
1042;undefined;1;22.562905560000;51.246800000000;17;007;
2231;undefined;2;22.568630560000;51.242030560000;18;007;
3113;undefined;41;22.577327780000;51.235858330000;22;007;
3121;undefined;1;22.585577780000;51.233219440000;23;007;
3211;undefined;3;22.592030560000;51.232097220000;24;007;
3201;undefined;1;22.594555560000;51.234736110000;25;007;
2701;undefined;2;22.598763890000;51.237822220000;26;007;
2711;undefined;1;22.604208330000;51.237261110000;27;007;
2721;undefined;1;22.612905560000;51.236419440000;28;007;
2731;undefined;1;22.620313890000;51.235858330000;29;007;
2741;undefined;1;22.625083330000;51.235858330000;30;007;
2751;undefined;1;22.627608330000;51.235577780000;31;007;
2811;undefined;2;22.624522220000;51.232938890000;32;007;
2826;undefined;1;22.622000000000;51.231140000000;33;007;
3083;undefined;1;22.616950000000;51.232620000000;34;007;
2821;undefined;1;22.621681000000;51.230350000000;35;007;
2941;undefined;1;22.619472220000;51.227327780000;36;007;
2953;undefined;2;22.631536110000;51.223400000000;37;007;
8512;undefined;2;22.460380560000;51.151122220000;2;008;
8502;undefined;1;22.466552780000;51.151122220000;3;008;
4932;undefined;2;22.479011110000;51.153366670000;4;008;
4922;undefined;1;22.481816670000;51.155611110000;5;008;
4924;undefined;10;22.481781000000;51.155900000000;6;008;
4912;undefined;39;22.485858330000;51.159258330000;7;008;
4902;undefined;2;22.495116670000;51.166272220000;8;008;
4862;undefined;1;22.499886110000;51.168630560000;9;008;
4852;undefined;1;22.505611110000;51.171716670000;10;008;
4842;undefined;1;22.510661110000;51.174241670000;11;008;
4832;undefined;1;22.518350000000;51.179572220000;12;008;
4822;undefined;1;22.521436110000;51.183613890000;13;008;
4812;undefined;1;22.525925000000;51.190347220000;14;008;
4802;undefined;1;22.527047220000;51.192872220000;15;008;
4792;undefined;1;22.527608330000;51.199325000000;16;008;
4782;undefined;2;22.529011110000;51.206172220000;17;008;
4772;undefined;1;22.530975000000;51.210661110000;18;008;
4762;undefined;1;22.535297220000;51.216272220000;19;008;
4752;undefined;1;22.536980560000;51.218630560000;20;008;
4742;undefined;2;22.538663890000;51.221997220000;21;008;
5132;undefined;2;22.537541670000;51.225644440000;22;008;
5122;undefined;1;22.538663890000;51.232377780000;23;008;
5112;undefined;2;22.548483330000;51.236700000000;24;008;
5102;undefined;3;22.553366670000;51.240066670000;25;008;
1082;undefined;42;22.555611110000;51.245397220000;1;008;
1082;undefined;0;22.555611110000;51.245397220000;1;008;
1071;undefined;1;22.552244440000;51.243994440000;2;008;
5101;undefined;2;22.552805560000;51.239786110000;3;008;
5111;undefined;2;22.546800000000;51.236138890000;4;008;
5121;undefined;2;22.537822220000;51.231816670000;5;008;
5131;undefined;1;22.536980560000;51.225925000000;6;008;
4741;undefined;1;22.538383330000;51.222277780000;7;008;
4751;undefined;2;22.536700000000;51.218350000000;8;008;
4761;undefined;1;22.535016670000;51.216272220000;9;008;
4771;undefined;1;22.530413890000;51.210380560000;10;008;
4781;undefined;1;22.528730560000;51.205611110000;11;008;
